Year,Problem,Tags,Text,Counting,General Definition and Properties of Probability,Conditional Probability,Random Variables,Expectation,Conditional Expectation,Important Discrete Distributions,Important Continuous Distributions,Jointly Distributed Random Variables,Convergence,Inequalities,Markov Chains,Important Examples
2016,4,"% expectation, linearity, indicator r.v.s, variance, covariance","\noin 4. A certain academic program has $n$ students enrolled. Each of these students takes the same two courses. The two courses meet in the same lecture hall, which has exactly $n$ seats. The courses have assigned seating. The seating assignment for each course is chosen completely randomly (with all possibilities equally likely), and the seating assignments for the two courses are independent of each other. Let $X$ be the number of students who have the same seat for both courses.

\medskip

\noin (a) Find $E(X)$. 

\vspace{1.6in}

\noin (b) Find $\textrm{Var}(X)$. 

\vspace{2.5in}

\noin (c) For $n$ large, find a good, simple approximation for $P(X \leq 2)$. ",1,1,0,1,1,0,1,0,0,0,0,0,0
2016,5,"% Expo, Poisson process, memoryless property, order statistics","\noindent 5. (a) A certain machine often breaks down and needs to be fixed. At time $0$, the machine is working. It  works for an $\Expo(\lambda)$ period of time (measured in days), and then breaks down. It then takes an $\Expo(\lambda)$ amount of time to get it fixed, after which it will work for an $\Expo(\lambda)$ time until it breaks down again, after which it will take an $\Expo(\lambda)$ time to get it fixed, etc. Assume that these $\Expo(\lambda)$ r.v.s are i.i.d.

\medskip

\noin A \emph{transition} occurs when the machine switches from working to being broken, or switches from being broken to working. Find the distribution of the number of transitions that occur in the time interval $(0,t)$. 

\vspace{2in}

\noin (b) Hoping to reduce the frequency of breakdowns, the machine is redesigned so that it can continue to function even if one component has failed. The redesigned machine has $5$ components, each of which works for an $\Expo(\lambda)$ amount of time and then fails, independently. The machine works properly if and only if at most one component has failed. Currently, all $5$ components are working (none have failed).  Find the expected time until the machine breaks down. ",0,0,0,1,1,0,1,1,0,0,0,0,0
2016,6,"%  Multinomial, symmetry, expectation, linearity, indicator r.v.s, ","\noin 6.  A DNA sequence can be represented as a sequence of letters, where the ``alphabet"" has 4 letters: A,C,G,T. Suppose that a random DNA sequence of length $n \geq 4$ is formed by independently generating letters one at a time, with $p_A, p_C, p_G, p_T$ the probabilities of A,C,G,T, respectively, where $p_A+p_C+p_G+p_T=1$.

\medskip

\noin (a) Find the covariance between the number of A's and the number of C's in the sequence. 

\vspace{1.6in}

\noin (b) It is observed that the sequence contains exactly $a$ A's, $c$ C's, $g$ G's, and $t$ T's, where $a+c+g+t=n$ and $a \geq 2$. Given this information, find the probability that the first A in the sequence is followed immediately by another A. 

\vspace{1.9in}

\noin (c) Given the information from (b) about how many times each letter occurs, find the expected number of occurrences of the expression CAT in the sequence. 
",1,1,1,1,1,0,0,0,0,0,0,0,0
2016,7,"% Normal, LOTUS, universality of the Uniform","\noin 7.  Let $X,Y,Z \sim \N(0,1)$ be i.i.d.,  $\Phi$ be the $\N(0,1)$ CDF, and  $W = \left(\Phi(Z)\right)^2$.

\medskip

\noin (a) Find the CDF and PDF of $W$, and the name and parameters of the distribution of $W$. 

\vspace{2in}

\noin (b) Let $f_W$ be the PDF of $W$ and $\varphi$ be the PDF of $Z$. Find unsimplified expressions for $E(W^3)$ as integrals in two different ways, one based on $f_W$ and one based on $\varphi$. 

\vspace{2in}

\noin (c)  Find $P(X+2Y < 2Z + 3)$, in terms of $\Phi$. ",0,0,0,1,1,0,0,1,0,0,0,0,0
2016,8,"% Markov chains, time until HH, conditional expectation, stationary distribution, reversibility","\noindent 8. (a) \vspace{-0.35in}
 \begin{figure}[htbp] 
   \centering
   \includegraphics[width=2.8in]{figures/SonicLava.jpg} 
\end{figure}

\noin There are three blocks, floating in a sea of lava. Label the blocks $1,2,3$, from left to right. Sonic the Hedgehog is standing on block 1. To reach safety, he must get to block 3. He can't jump directly from block 1 to block 3; his only hope is to jump from block 1 to block 2, then jump from block 2 to block 3. Each time he jumps, he has probability $1/2$ of success and probability $1/2$ of ``dying"" by falling into the lava. If he ``dies"", he starts again at block 1. Let $J$ be the total number of jumps that Sonic will make in order to get to block 3. Find $E(J)$. 

\vspace{2in}

\noin (b) Consider the following Markov chain with $52! \approx  8 \times 10^{67}$ states. The states are the possible orderings of a standard 52-card deck. To run one step of the chain, pick 2 different cards from the deck, with all pairs equally likely, and swap the 2 cards. Find the stationary distribution of this chain. 
",0,0,0,0,1,1,0,0,0,0,0,1,1
2017,1,,"\noin 1. Monty Hall is trying out a new version of his game. In this version, instead of there always being 1 car and 2 goats, the prizes behind the doors are generated \emph{independently}, with each door having probability $p$ of having a car and $q=1-p$ of having a goat. In detail: There are three doors, behind each of which there is one prize: either a car or a goat. For each door, there is probability $p$ that there is a car behind it and $q=1-p$ that there is a goat, independent of the other doors. 

\medskip

\noin The contestant chooses a door. Monty, who knows the contents of each door, then opens one of the two remaining doors. In choosing which door to open, Monty will always reveal a goat if possible. If both of the remaining doors have the same kind of prize, Monty chooses randomly (with equal probabilities). After opening a door, Monty offers the contestant the option of switching to the other unopened door. 

\medskip

\noin The contestant decides in advance to use the following strategy:  first choose Door 1. Then, after Monty opens a door, switch to the other unopened door.

\medskip

\noin (a) Find the unconditional probability that the contestant will get a car. 

\vspace{2.5in}

\noin (b) Monty now opens Door 2, revealing a goat. Given this information, find the  conditional probability that the contestant will get a car. 
",1,1,1,0,0,0,0,0,0,0,0,0,1
2017,2,,"\noindent 2. Let $X,Y,Z,W \sim \N(c,c^2)$ be i.i.d., where $c>0$. Let $\Phi$ be the $\N(0,1)$ CDF and log denote natural logarithm.  Write the most appropriate of $\leq$, $ \geq$, $=$, or ?~in each blank (where ``?"" means that no relation holds in general). It is \emph{not} necessary on this problem to justify your answers.

\medskip
\medskip
\medskip

\noindent (a) $P(X+Y \leq Z-W)$  \underline{\phantom{blah}} $\Phi(-1)$ 

\vspace{1.2in}


\noindent (b) $P(X^4 - Y^8 \leq Z^4 - W^8)$  \underline{\phantom{blah}}  $\Phi(-1)$

\vspace{1.2in}

%\noindent (c)    $E((X^{110}-Y^{110})(X^{110}+Y^{110}))$   \underline{\phantom{blah}} $1/6$

\noindent (c)  $E  (X-c)^2$  \underline{\phantom{blah}} $c$

\vspace{1.2in}

\noindent (d)  $E  (X-c)^3 $  \underline{\phantom{blah}} $c$

\vspace{1.2in}

\noindent (e)  $ E\left( \frac{1}{4} X^2 + X \right)$  \underline{\phantom{blah}} $\frac{1}{2} c^2 + c$

\vspace{1.2in}

\noindent (f)  $ \log \left(E (e^X ) \right) $  \underline{\phantom{blah}} $\frac{1}{2} c^2 + c$",0,0,0,0,0,0,0,0,0,0,1,0,0
2017,3,,"\noindent 3. The sociologist Elizabeth Wrigley-Field posed the following puzzle:
\begin{quotation} 
\vspace{-0.05in}
\noin \emph{American fertility fluctuated dramatically in the decades surrounding the Second World War. Parents created the smallest families during the Great Depression, and the largest families during the postwar Baby Boom. Yet children born during the Great Depression came from larger families than those born during the Baby Boom. How can this be?}
\end{quotation} 

\noin (a) For a particular era, let $n_k$ be the number of American families with exactly $k$ children, for each $k \geq 0$. (Assume for simplicity that American history has cleanly been separated into eras, where each era has a well-defined set of families, and each family has a well-defined set of children; we are ignoring the fact that a particular family's size may change over time, that children grow up, etc.) For each $j \geq 0$, let $$m_j = \sum_{k=0}^\infty k^j \, n_k.$$ For a \emph{family} selected randomly in that era (with all families equally likely), find the expected number of children in the family. Express your answer only in terms of the $m_j$'s.

\vspace{1.5in}

\noin (b) For a \emph{child} selected randomly in that era (with all children equally likely), find the expected number of children in the child's family, only in terms of the $m_j$'s. 

\vspace{1.5in}

\noin (c) Give an intuitive explanation in words for which of the answers to (a) and (b) is larger, or whether they are equal. Explain how this relates to the Wrigley-Field puzzle.
",1,1,0,0,1,0,0,0,0,0,0,0,0
2017,4,,"\noin 4. Consider a group of $m$ roommate pairs at Harvard (so $2m$ students). Each of these $2m$ students independently decides randomly whether to take Stat 110, with probability $p$ of ``success"" (i.e., taking Stat 110, where hopefully $p$ is large). Let $N$ count how many of these $2m$ students take Stat 110, and $X$ count how many of the $m$ roommate pairs there are such that \emph{both} roommates in the pair take Stat 110. 

\medskip

\noin (a) Find $E(X)$. 

\vspace{1.7in}


\noin (b) Find $E(X|N)$.

\vspace{2.7in}

\noin (c) Let $F$ be the CDF of $X$. Find an expression for $E(F(X))$. Your answer can be left as a sum of at most $m+1$ terms,  and can be in terms of $p,m,$ and $F(x)$ for various $x$.
",1,1,1,1,1,1,1,0,0,0,0,0,0
2017,5,,"\noin 5. Two authors, Bob and Martha, are about to begin writing an epic co-authored book,  \emph{Ethel the Aardvark Goes Quantity Surveying}. It will take them $A$ years to write. When they finish this book, they will immediately begin work on new, individually authored books. Bob will spend $X$ years writing  \emph{The Bilinear Bonanza of Bonnie the Butterfly}, and Martha will spend $Y$ years writing \emph{Memoirs of Maude the Magnificent Mangabey}, independently.  Suppose that $A,X,Y$ are i.i.d.~$\Expo(\lambda)$. On a timeline where time $0$ is defined as the time when they begin their collaboration, consider the following quantities.
\begin{itemize}
\item[] $A$: time at which \emph{Ethel the Aardvark Goes Quantity Surveying} is completed;
\item[] $B$:  time at which \emph{The Bilinear Bonanza of Bonnie the Butterfly} is completed;
\item[] $M$:  time at which \emph{Memoirs of Maude the Magnificent Mangabey} is completed;
\item[] $T$: time at which the last to be completed of these three books is completed.
\end{itemize}

\smallskip

\noin (a) Find the distribution of $B$ (which is also the distribution of $M$). 
 
\vspace{1.10in}

\noin (b) Find $\textrm{Cov}(A,B)$. 

\vspace{1.5in}

\noin (c) Find $E(T)$.
",0,0,0,1,1,0,0,1,0,0,0,0,0
2017,6,,"\noin 6. Buses arrive at a certain bus stop according to a Poisson process of rate $\lambda$. Each bus has $n$ seats and, at the instant when it arrives at the stop, has a $\Bin(n,p)$ number of passengers. Assume that the numbers of passengers on different buses are independent of each other, and independent of the arrival times of the buses. 

\medskip

\noin  Let $N_t$ be the number of buses that arrive in the time interval $[0,t]$, and $X_t$ be the total number of passengers on the buses that arrive in the time interval $[0,t]$. 

\medskip

\noin (a) Find the mean and variance of $N_t$. 

\vspace{1.42in}

\noin (b) Find the mean and variance of $X_t$. 


\vspace{2.3in}

\noin (c) A bus is \emph{full} if it has exactly $n$ passengers when it arrives at the stop. Find the probability that exactly $a+b$ buses arrive in $[0,t]$, of which $a$ are full and $b$ are not full.  
",1,1,0,1,1,1,1,0,0,0,0,0,1
2017,7,,"\noin 7. A new treatment, Bayes' serum, has just been developed for the disease conditionitis. A clinical trial is about to be conducted, to study how effective the treatment is. Bayes' serum will be applied to $n$ patients who have conditionitis. Given $p$, the patients' outcomes are independent, with each patient having probability $p$ of being cured by the treatment. But $p$ is unknown. To quantify our uncertainty about $p$, we model $p$ as a random variable, with prior distribution $p \sim \Unif(0,1)$.

\medskip

\noin (a) Find the probability that exactly $k$ out of the $n$ patients will be cured by the treatment (unconditionally, \emph{not} given $p$). Your answer should be fully simplified; half credit is available for an answer left as an integral.

\vspace{2.85in}

\noin (b) Now suppose that the treatment is extremely effective in the clinical trial: all $n$ patients are cured! Given this information, find the probability that $p$ exceeds $1/2$. Your answer should be fully simplified, and expressed only in terms of $n$. 
",1,1,1,1,0,0,1,1,0,0,0,0,0
2017,8,,"\noindent 8.   Find the stationary distribution of a Markov chain $X_0,X_1,X_2,\dots$ on the state space $\{0,1,\dots,110\}$, with transition probabilities given by 
\begin{align*} 
    P(X_{n+1} = j | X_n = 0) &= p, \textrm{ for $j=1,2,\dots,110$;}  \\[7pt]
   P(X_{n+1} = 0 | X_n = 0) &= 1-110p;  \\[7pt]
    P(X_{n+1} = j | X_n = j) &= 1-r, \textrm{ for $j=1,2,\dots,110$;}  \\[7pt]
  P(X_{n+1} = 0 | X_n = j) &= r,  \textrm{ for $j=1,2,\dots,110$,}
   \end{align*}
 where $p$ and $r$ are constants with $0<p<\frac{1}{110}$ and $0<r<1$. 
",0,0,0,0,0,0,0,0,0,0,0,1,0
2018,1,,"\noin 1. Consider the following variation of the Monty Hall problem, where in some situations Monty may \emph{not} open a door and give the contestant the choice of whether to switch doors. Specifically, there are 3 doors, with 2 containing goats and 1 containing a car.  The car is equally likely to be anywhere, and Monty knows where the car is. Let $0 \leq p \leq 1$.

\smallskip

\noin The contestant chooses a door. If this initial choice has the car, Monty \emph{will} open another door, revealing a goat (choosing with equal probabilities among his two choices of door), and then offer the contestant the choice of whether to switch to the other unopened door. 

\smallskip

\noin If the contestant's initial choice has a goat, then with probability $p$ Monty \emph{will} open another door, revealing a goat, and then offer the contestant the choice of whether to switch to the other unopened door; but with probability $1-p$, Monty will \emph{not} open a door, and the contestant must stick with their initial choice. 

\smallskip

\noin The contestant decides in advance to use the following strategy: initially choose Door 1. Then, if Monty opens a door and offers the choice of whether to switch, do switch.

\medskip

\noin (a) Find the unconditional probability that the contestant will get the car. Also, check what your answer reduces to in the extreme cases $p=0$ and $p=1$, and briefly explain why your answer makes sense in these two cases.

\vspace{2.72in}

\noin (b) Monty now opens Door 2, revealing a goat. So the contestant switches to Door 3. Given this information, find the conditional probability that the contestant will get the car.",1,1,1,0,0,0,0,0,0,0,0,0,1
2018,2,,"\noindent 2. Let $X,Y \sim \Pois(\lambda)$ be i.i.d., with $\lambda > 1$. Write the most appropriate of $\leq$, $ \geq$, $=$, or ?~in each blank (where ``?"" means that no relation holds in general). It is \emph{not} necessary on this problem to justify your answers.

\vspace{0.6in}


\noindent (a) $P(X \leq Y)$  \underline{\phantom{blah}} $1/2$ 

\vspace{1.2in}


\noindent (b) $P(X+Y \leq 1)$  \underline{\phantom{blah}}  $3e^{-2\lambda}$

\vspace{1.2in}

\noindent (c)  $E\left(e^{X+Y}\right)$  \underline{\phantom{blah}} $e^{2\lambda}$

\vspace{1.2in}

\noindent (d)  $E(X \, | \, X+Y = 4) $  \underline{\phantom{blah}} $2$

\vspace{1.2in}

\noindent (e) $\var(X \, | \, X+Y = 4) $ \underline{\phantom{blah}} $1$

\vspace{1.2in}

\noindent (f)  $ E(X^2 - Y) $  \underline{\phantom{blah}} $\lambda^2$",0,0,0,0,0,0,0,0,0,0,1,0,0
2018,3,,"\noin 3. A coin with probability $p$ of Heads is flipped repeatedly. (Note that $p$ may not be $1/2$.) The tosses are independent. The sequence of outcomes can be divided into \emph{runs} (blocks of $H$'s or blocks of $T$'s), e.g., $HHHTTTTHTTTHH$ becomes $\boxed{HHH}\boxed{TTTT}\boxed{H}\boxed{TTT}\boxed{HH}$, which has $5$ runs, with lengths $3,4,1,3,2$, respectively.

\medskip

\noin (a) Assume for this part only that the coin is tossed exactly $n$ times. Find the expected number of runs.

%\noin (b) Now let $n=4$. Let $X$ be the number of occurrences of $HH$ (for example, $THHT$ has $1$ occurrence and $HHHH$ has $3$ occurrences).  Find $\textrm{Var}(X)$. 

\vspace{2.75in}

\noin (b) Now assume the coin is flipped until the start of the 110th run (so the last toss begins and ends the 110th run). Find the expected length of the \emph{second} run.

\vspace{2in}
",0,0,0,1,1,1,1,0,0,0,0,0,0
2018,4,,"\noin 4. Fred wants to sell his car. He decides to sell it to the first person who offers at least \$18,000 for it. The offers are independent Exponential r.v.s, each with mean \$12,000. Assume that he is able to keep collecting offers until he obtains one that meets his criterion. 

\medskip

\noindent (a) Find the expected number of offers Fred will have, including the offer he accepts. 

\vspace{1.85in}

\noindent (b) Find the expected amount of money that Fred will get for his car.

\vspace{1.85in}

\noin (c) Now assume that, instead of waiting until he gets an offer of at least \$18,000, Fred waits until he has 3 offers and then he accepts the largest of the 3 offers. Find the expected amount of money that he will get for his car. 
",0,0,0,1,1,1,1,1,0,0,0,0,0
2018,5,,"\noin 5. Cassie enters a casino with $X_0 = 1$ dollar and repeatedly plays the following game: with probability $1/3$, the amount of money she has increases by a factor of 3; with probability $2/3$, the amount of money she has decreases by a factor of $3$. Let $X_n$ be the amount of money she has after playing this game $n$ times. For example, $X_{1}$ is $3X_0$ with probability $1/3$ and is $3^{-1}X_0$ with probability $2/3$. 

\medskip

\noindent (a) Compute $E(X_1)$, $E(X_2)$ and, in general, $E(X_n)$. 

\vspace{2in}

\noindent (b) What happens to $E(X_n)$ as $n \to \infty$?  

\vspace{1in}

\noin (c) Let $Y_n$ be the number of times out of the first $n$ games that Cassie triples her money. What happens to $Y_n/n$ as $n \to \infty$?

\vspace{1in}

\noindent (d) What happens to $X_n$ as $n \to \infty$?",0,0,0,1,1,0,0,0,0,1,0,0,0
2018,6,,"\noin 6. Let $X \sim \N(0,1)$, and $Y=|X|$. As usual, let $\Phi$ be the $\N(0,1)$ CDF.

\medskip

\noin (a) Let $F_Y$ be the CDF of $Y$ and $f_Y$ be the PDF of $Y$. Find $F_Y$ and $f_Y$, being sure to specify $F_Y(y)$ and $f_Y(y)$ for all real numbers $y$. Your answer for $F_Y$ can be in terms of $\Phi$. 

\vspace{4.4in}

\noin (b) Let $M$ be the MGF of $Y$. Find \emph{two} expressions for $M(t)$ as unsimplified integrals: one integral based on the PDF of $Y$, and one based on the PDF of $X$.
",0,0,0,1,0,0,0,1,0,0,0,0,0
2018,7,,"\noin 7. A basketball player will shoot $N \sim \Pois(\lambda)$ free throws in a game tomorrow. Let $X_j$ be the indicator of him making his $j$th free throw, and $X = X_1 + \dots + X_{N}$ be the total number of free throws he makes in the game (so $X=0$ if $N=0$). To model our uncertainty about how good a free throw shooter he is, let $p \sim \Beta(a,b)$. Given $p$, the player has probability $p$ of making a free throw and probability $q=1-p$ of missing it. Assume that $X_1,X_2,\dots$ are conditionally independent given $p$, and that $N$ is independent of $p,X_1,X_2,\dots$.
 
\medskip

\noin (a) Find the conditional distribution of $X$ given $N,p$.

\vspace{1.25in}

\noin (b) Find the conditional distribution of $X$ given $p$.

\vspace{1.6in}

\noin (c) Find the conditional distribution of $X$ given $N$, for the case $a=b=1$. 

\vspace{2.2in}

\noin (d) Find the conditional distribution of $p$ given $X,N$. 
",0,0,0,1,0,0,1,0,0,0,0,0,0
2018,8,,"\noindent 8.  (a) Alice and Bob are wandering around randomly, independently of each other, in a house with $M$ rooms, labeled $1,2,\dots,M$. Let $d_i$ be the number of doors in room $i$ (leading to other rooms, not leading outside). At each step, Alice moves to another room by choosing randomly which door to go through (with equal probabilities). Bob does the same, independently. The Markov chain they each follow is irreducible and aperiodic. Let $A_n$ and $B_n$ be Alice's room and Bob's room at time $n$, respectively, for $n=0,1,2,\dots$. 

\smallskip

\noin  Find $\displaystyle \lim_{n \to \infty} P(A_n = i, B_n = j)$.

\vspace{2.37in}

\noin (b) With setup as in (a), let $p_{ij}$ be the transition probability for going from room $i$ to room $j$. Let $t_{ik}$ be the expected first time at which Alice and Bob are in the same room, if Alice starts in room $i$ and Bob starts in room $k$ (note that $t_{ik} = 0$ for $i=k$). 

\smallskip

\noin Provide a system of linear equations, the solution of which would yield $t_{ik}$ for all  rooms $i,k$. 

\smallskip

\noin Hint: Condition on Alice's first move and Bob's first move.
",0,0,0,0,0,0,0,0,0,0,0,1,0
